startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-011265,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,9703020.0,6.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011270,HealthTech,Health and Wellness,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,200000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011274,E-commerce,Design|E-Commerce,,,,,,,Unknown,Unknown,Low (dataset-derived),2013.0,United Arab Emirates,United Arab Emirates,1500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011290,DeepTech,Hardware + Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011295,MarTech,Advertising|Plumbers|Search,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,1000000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011299,E-commerce,Algorithms|Big Data Analytics|E-Commerce Platforms,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011308,MarTech,CRM|Marketing Automation|SaaS,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011313,Media & Entertainment,Networking|Reviews and Recommendations|Social Media,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,China,China,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011319,E-commerce,Business Intelligence|Government Innovation|Marketplaces|Procurement|Services|Startups|Training,,,,,,,Unknown,Unknown,Medium (dataset-derived),2011.0,Spain,Spain,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011342,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,Unknown,2006.0,,,3136813.0,7.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011344,Media & Entertainment,Information Services|Information Technology|Social Media|Technology,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,300000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011347,Other / Unspecified,Consulting,,,,,,,Unknown,Unknown,Low (dataset-derived),1975.0,Kenya,Kenya,12000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011356,EdTech,Big Data|Colleges|EdTech|Education,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,88949999.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011360,Media & Entertainment,Politics|Polling|Social Media,,,,,,,Unknown,Unknown,Medium (dataset-derived),2013.0,Germany,Germany,72066.807269164,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011367,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011412,FinTech,Payments,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,19000000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011437,EdTech,Education|Internet,,,,,,,Unknown,Unknown,Unknown,2011.0,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011441,EdTech,Ediscovery|Education|Interest Graph|Internet|Search|Self Development|Social Media,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,26500.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011445,EdTech,Education|Networking|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011459,HealthTech,Bridging Online and Offline|Fitness|Health and Wellness|Marketplaces,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,84000000.0,5.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011465,EdTech,Education|Peer-to-Peer|Teachers,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,1700000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011472,Media & Entertainment,Games|Messaging|Mobile|Web Development,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,550000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011495,HealthTech,Biotechnology|Clean Technology,,,,,,,Unknown,Unknown,Medium (dataset-derived),1990.0,Australia,Australia,1300000.0,1.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011550,HealthTech,Health and Wellness|Medical Professionals,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,60829111.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011596,Cybersecurity,Security,,,,,,,Unknown,Unknown,Medium (dataset-derived),,United Kingdom,United Kingdom,,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011602,Other / Unspecified,Information Technology|Technology|Wireless,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,300000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011617,TravelTech,CRM|Hotels|Small and Medium Businesses|Software|Tourism|Travel,,,,,,,Unknown,Unknown,Low (dataset-derived),2010.0,Chile,Chile,200000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011631,MarTech,Advertising Platforms|Search Marketing|Semantic Search|Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Spain,Spain,513689.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011659,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,12000000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011684,E-commerce,E-Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011711,MarTech,Advertising|Apps|Collaboration|Creative|Design|Fashion|Freelancers|Real Time|SaaS|Sales and Marketing|Services,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,750000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011735,HealthTech,Curated Web|Health and Wellness|Local|Reviews and Recommendations,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,Canada,Canada,150450.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011736,HealthTech,Medical,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,25000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011741,InsurTech,Health and Insurance|Health and Wellness|Health Care|Hospitals,,,,,,,Unknown,Unknown,Medium (dataset-derived),2014.0,United States,United States,150000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011747,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,United Kingdom,United Kingdom,12514532.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011755,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011780,SaaS,Enterprise Software,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,5000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011805,FinTech,E-Commerce|Finance|Marketplaces,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,40000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-011808,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),1999.0,United States,United States,2302799.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
