startup_id,startup_name,company_description,website,founded_year,founded_country,headquarters_country,headquarters_city,industry,sub_industry,business_category,target_audience,customer_type,problem_solved,solution_description,technology_used,business_model,revenue_model,pricing_model,revenue_stream,geographic_market,market_size_category,market_growth_category,demand_level,competition_level,competitor_count,total_funding_usd,funding_rounds,last_funding_date,last_funding_amount_usd,major_investors,employee_count,startup_stage,latest_known_valuation_usd,startup_status,acquisition_status,acquisition_date,ipo_status,ipo_date,shutdown_date,success_indicator,success_label,outcome_reason,data_quality,source,source_url,last_verified_date,possible_duplicate_flag
LL-015272,DEONTICS,,http://www.deontics.com/,2009.0,United Kingdom,United Kingdom,London,HealthTech,Artificial Intelligence|Big Data|Health and Wellness|Health Care|SaaS,Health and Wellness,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),431.0,1159132.0,1.0,2014-08-28,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015274,Departing,,http://www.departing.com,2013.0,United States,United States,Irving,InsurTech,Funeral Industry|Insurance,Funeral Industry,,,,,,,,,,United States,Unknown,Unknown,Unknown,Medium (dataset-derived),91.0,1250000.0,1.0,2013-10-23,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015290,DerbySoft,,http://derbysoft.com,2002.0,United States,United States,Dallas,TravelTech,Hotels|Information Technology|Internet|Tourism,Hotels,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),794.0,30500000.0,4.0,2014-04-01,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015295,Derivix,,http://www.derivix.com,2005.0,United States,United States,New York,SaaS,Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,12700000.0,2.0,2010-03-30,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015301,Dermata Therapeutics,,,2014.0,United States,United States,Encinitas,HealthTech,Biotechnology,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,651305.0,1.0,2015-06-12,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015308,Desalitech,,http://www.desalitech.com,,Israel,Israel,Tel Aviv,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,Israel,Unknown,Unknown,Unknown,Low (dataset-derived),26.0,22250000.0,3.0,2014-12-02,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015313,Descomplica,,http://www.descomplica.com.br,2011.0,Brazil,Brazil,Rio De Janeiro,EdTech,Education|Entrepreneur|Internet|Video,Education,,,,,,,,,,Brazil,Unknown,Unknown,Unknown,Medium (dataset-derived),31.0,14060000.0,4.0,2015-06-12,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015316,Describli,,http://describli.com/,2012.0,United States,United States,Arlington,Media & Entertainment,Digital Media|Media|News|Publishing,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,45000.0,2.0,2013-11-13,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015321,Desecuritrex,,,2012.0,United States,United States,Lincolnwood,SaaS,Analytics|Big Data|Consulting,Consulting,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,,1.0,2012-05-03,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015343,DesignFace IT,,http://www.design-face.com,2013.0,Romania (non-standard code),Romania (non-standard code),Targu Jiu,SaaS,Web Design|Web Development|Web Hosting,Web Design,,,,,,,,,,Romania (non-standard code),Unknown,Unknown,Unknown,Low (dataset-derived),6.0,7566.0,2.0,2014-11-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015358,DeskActive,,http://deskactive.com,2006.0,United States,United States,Johnston,HealthTech,Health and Wellness,Health and Wellness,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,677000.0,2.0,2012-02-14,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015360,Deskbookers,,https://www.deskbookers.com,2013.0,Netherlands,Netherlands,Amsterdam,PropTech,Commercial Real Estate,,,,,,,,,,,Netherlands,Unknown,Unknown,Unknown,Low (dataset-derived),1.0,1600000.0,1.0,2015-12-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015368,Desktime,,http://www.desktimeapp.com,2010.0,United States,United States,Chicago,PropTech,Real Estate|Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),635.0,,2.0,2014-04-17,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015394,dev9k,,http://www.dev9k.com,2013.0,Estonia,Estonia,Tallinn,Media & Entertainment,Games|Mobile|Startups,Startups,,,,,,,,,,Estonia,Unknown,Unknown,Unknown,Low (dataset-derived),15.0,19611.0,1.0,2013-03-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015398,Develogen AG,,,,,,,Other / Unspecified,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,22614560.6030549,1.0,2003-11-20,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015423,Devotee,,http://devotee.com,2010.0,United States,United States,Pittsburgh,Other / Unspecified,Mobile,Mobile,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,50000.0,2.0,2010-10-22,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015441,Dexmo,,http://www.dexmo.com,2006.0,United Kingdom,United Kingdom,Tring,EdTech,Education,Education,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,Medium (dataset-derived),121.0,105000.0,1.0,2006-09-01,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015447,Dexterra,,http://www.dexterra.com,,United States,United States,Bothell,Other / Unspecified,Mobile,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,35560000.0,1.0,2007-02-26,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015452,DEY Storage Systems,,http://www.dey-sys.com,,United States,United States,San Mateo,SaaS,Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,3000000.0,1.0,2012-08-12,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015482,Diabetes America,,http://diabetesamerica.com,2004.0,United States,United States,Houston,HealthTech,Health and Wellness,Health and Wellness,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,8269189.0,1.0,2009-09-03,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015492,Diagnoplex,,http://www.diagnoplex.com,2005.0,Switzerland,Switzerland,Lausanne,HealthTech,Biotechnology,Biotechnology,,,,,,,,,,Switzerland,Unknown,Unknown,Unknown,Medium (dataset-derived),80.0,9700000.0,2.0,2013-06-07,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015524,Diamond Kinetics,,http://diamondkinetics.com,2012.0,United States,United States,Pittsburgh,SaaS,Analytics|Mobile|Sensors|Sports,Sensors,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,1100000.0,1.0,2014-07-17,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015535,Dianji Technology,,http://www.dianji.com,,China,China,Beijing,Other / Unspecified,Messaging,Messaging,,,,,,,,,,China,Unknown,Unknown,Unknown,High (dataset-derived),396.0,13000000.0,2.0,2009-01-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015551,Diatherix Laboratories,,http://diatherix.com,2007.0,United States,United States,Huntsville,HealthTech,Biotechnology|Health Diagnostics,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,1620030.0,2.0,2012-01-04,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015557,Dibsie,,http://dibsie.com,2010.0,United States,United States,New York,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,450000.0,1.0,2011-02-01,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015604,DigiFun Games,,http://www.digifungames.com,2004.0,China,China,,Media & Entertainment,Games|Mobile,Mobile,,,,,,,,,,China,Unknown,Unknown,Unknown,High (dataset-derived),211.0,5500000.0,2.0,2006-01-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-015630,Digital Air Strike,,http://digitalairstrike.com,2007.0,United States,United States,Scottsdale,Mobility,Automotive|Digital Media|Social Media Management,Digital Media,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),502.0,13600000.0,2.0,2009-10-26,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
